Angle	Lenght	name	cut_num	cond	Embryo
37.606	560.446	Ntf3_CdM_Embryo_2	8	CdM	2
41.116	542.890	Ntf3_CdM_Embryo_2	8	CdM	2
42.020	516.887	Ntf3_CdM_Embryo_2	8	CdM	2
39.924	495.504	Ntf3_CdM_Embryo_2	8	CdM	2
38.677	507.252	Ntf3_CdM_Embryo_2	8	CdM	2
38.978	478.524	Ntf3_CdM_Embryo_2	8	CdM	2
36.426	464.814	Ntf3_CdM_Embryo_2	8	CdM	2
35.178	480.810	Ntf3_CdM_Embryo_2	8	CdM	2
33.893	469.834	Ntf3_CdM_Embryo_2	8	CdM	2
32.270	458.878	Ntf3_CdM_Embryo_2	8	CdM	2
30.530	452.769	Ntf3_CdM_Embryo_2	8	CdM	2
29.294	441.453	Ntf3_CdM_Embryo_2	8	CdM	2
32.533	494.616	Ntf3_CdM_Embryo_2	8	CdM	2
34.599	454.357	Ntf3_CdM_Embryo_2	8	CdM	2
30.918	430.119	Ntf3_CdM_Embryo_2	8	CdM	2
49.074	497.646	Ntf3_CdM_Embryo_2	8	CdM	2
